DATE,RS_FILENAME,COMPRESSED_SIZE,NUMBER_OF_OBJECTS,UNCOMPRESSED_SIZE,RS_SHA1_HASH,RC_FILENAME,RC_SHA256_HASH
2013-03,RS_2013-03.zst,560773875,3201525,4373332201,64d571ac9c70a086cd45333a2e5d9e0598c83f93a81e1367d0b1e2c856218647,RC_2013-03.bz2,a56cc096b1bc60ba9f90416ba71feca85177b963ef834df4fa354c5e234ef6ac
2013-04,RS_2013-04.zst,590398173,3376188,4589111719,529498dfd180eb2d99baeadbb6cd597c20dc08311fdd087e7a78d5d836a2a9f0,RC_2013-04.bz2,f7e1c8e7fe1262e689a696a1b148fc63cff261a1b02615d9116a9465aa8286b4
2013-05,RS_2013-05.zst,578626570,3261976,4509759435,b0f489340b4b36c6b08821c9dc03af9a330e72569b9f1ab845a68207773af068,RC_2013-05.bz2,20dc17d2770f5af482459d722988b2ab82bd35a612187b6bd6182039b16765bb
2013-06,RS_2013-06.zst,577426173,3189490,4490909843,d3a423fc0eaee5ddc3b203ef03831cccc37785bbf6dc80e1aeb8514f68254b18,RC_2013-06.bz2,a71afbbe521a7227d4baacab9d0d0a65d168dc35c6a8aa6e1c67784cb10267a0
2013-07,RS_2013-07.zst,619406767,3374406,4783625200,a654c2a089ee7808396b6df2b735ceb28e455a75118f2c69052a62ebbc8a65d1,RC_2013-07.bz2,e175fd3c7090d619fa1ecb29a7aa6999f686fe180ef3971b9cf2e21ee702f2d7
2013-08,RS_2013-08.zst,615047931,3315090,4754436759,02cf3e32167dafd8cc1970df36586848f0a4ebe1a311ecef7a7afc684fb49e55,RC_2013-08.bz2,0db6ca09d0c4d1a81e978d5dca96729399c477d8299dc2596ac1c1dcfaf23808
2013-09,RS_2013-09.zst,588873920,3121163,4722337054,20fc77526498230e1f552088153e6a495ba7f675692f7aeacf84e30676fc6e01,RC_2013-09.bz2,cccc679ed4fd78a7ccc6999435ce0d81278e526bdbd5d1eac365031c8f769d45
2013-10,RS_2013-10.zst,650252980,3467225,5272262818,69f1105e684d46dea88ec75237a6b5559d0cf136e61409090dba62a4ba779bb1,RC_2013-10.bz2,9831b32f7689b3d1541920564db7e06e6bab47336275433242655f48029e8e0b
2013-11,RS_2013-11.zst,673525241,3522378,5468589635,4abf1e316492414ff34fa107bfd1b9287b2a1b9183860b96769cdc9dc59d1879,RC_2013-11.bz2,bd6ce1dba6595ce7a35348ea60941eaddebd794e26ccf57a304aacbe66b72fd2
2013-12,RS_2013-12.zst,721147797,3801410,5971120617,960ff217db8b13e6d6f63ff2f2f7b851fdd822cbed3ecbaecd01b28de448adfe,RC_2013-12.bz2,ee00830c3ccf5150841fec5fc053246d41aa19a6a2dfda3024987a461a7202b7
2014-01,RS_2014-01.zst,773274969,4145541,5903857333,3988fa6512e38463e58f7f8af0d102687f7a6de58be09f8351681c5fea5d750d,RC_2014-01.bz2,e2c3a4ba8b0693586a6398daa98ed342fb3ba8c8ef6fae8bc260a8dae1c1fa16
2014-02,RS_2014-02.zst,744973191,3946491,5691136648,1ccd0efdf0ca70a8be0161d6b156372fd3efa1fbc6c4ec0fac8622540c8f5e79,RC_2014-02.bz2,2b9929e56ca43e3ee2228b3fcaf211f7498176c93817ad511d699e1ec1eed1e0
2014-03,RS_2014-03.zst,795929343,4209109,6008731966,d7db64b94ad8dc6e2f1e32dfe20bc218fa744955ecf72032020cc07532110d31,RC_2014-03.bz2,8ba9872fdd36ea7569122d03d56cbe5e5588f1e96386279aaef3917af1402cf9
2014-04,RS_2014-04.zst,777965345,4115035,5872650152,9289577ba1cc93d2d5ff464e47ba0c3a4ffbf5ecb21cba0cd36156ddd3543c18,RC_2014-04.bz2,d78b027b4ec88679453600f46c62519a37b9dda1e58e700cf245ee17d1f36eb4
2014-05,RS_2014-05.zst,798955455,4162070,6000792034,a32db0501d794fd2e9253bb6182d6b49ada3ecbd5b90f6a95d86e1cc713327ba,RC_2014-05.bz2,864449ea07fdf95c8b9bc51c65674d37cbedeb5d8865f469c5b16e6d1eed580b
2014-06,RS_2014-06.zst,787594127,4092661,5884842319,3c6665583bbe9108eead1bc3cb5b1c9d9b3f778cbbe56fda847bf0c24a1d2705,RC_2014-06.bz2,a6630c30449e0db6a021e7d20dbc831d1fe528d25ad6ec059b7efeb97ebfa599
2014-07,RS_2014-07.zst,871554121,4502441,6509154150,df43d8ecf3f321aa7de81c8e3200982bd59154c3e405f9df77f5f4d37bc5b790,RC_2014-07.bz2,19d47be18b77454e1f152ec3706f1eddb719a78cf99cc3488df7a764db73c400
2014-08,RS_2014-08.zst,895954829,4596551,6655632670,447a7b4630f8ed7f2234a54dc88b57decbb09f2b27a658d5de15d523e045a290,RC_2014-08.bz2,3fb8c5c72dc4c3614744fa51887c197ae4f6f916f16e3813208204d8d2bafacb
2014-09,RS_2014-09.zst,894901429,4567136,6568814314,b65bb630ff7bec4c1230dead7131932e69679ade812bb020f7c789f12a7c2c5b,RC_2014-09.bz2,c41f578a4c4e4bdc88a7ce8b02fcbbf570226618d3c151e98a4074edd0522d6f
2014-10,RS_2014-10.zst,949140558,4831580,6967891932,990abfc9f56451576a95cf86cd67862de8ccb3b5eb16f6ccf28795579c09991e,RC_2014-10.bz2,19ec13ea395ba0c867c17e20acc890b8dc94eefc4a29745e4c778a043ada4b4d
2014-11,RS_2014-11.zst,934425238,4735396,6852078309,dc2f8c92f941a8467730e02b764a4e9ced76c5b870c823386d8aa11baa051a48,RC_2014-11.bz2,5dc290675d44aa7ebe099a53d85fa5324145923439e1ec6c7f087ae1e41715d3
2014-12,RS_2014-12.zst,992312321,4984013,7229662596,29db02b4fc6c34a8ab56c32f690d7fb3027d45f45e73cd25d74e9c7c4f739cd9,RC_2014-12.bz2,7c85d8cd2970bc293d70d1e3b75ad6f0959ad960aab8a73e6f91a1f9b1badf66
2015-01,RS_2015-01.zst,1225153564,5465910,7969025953,cb0c203b894d55a33b7f826742a3702dd35eee58a3da45bf9058c42947f64118,RC_2015-01.bz2,91683336e91d86d3500812d9e0538bb4789b0f009421d028dc921aeeeec57a9a
2015-02,RS_2015-02.zst,1137613565,5069813,7414985006,83482e96393917d826bd0c804442ed0c6f1c130e18aa8ca119aa5a721e65b77c,RC_2015-02.bz2,c1bc441d51e9a735aa0360fc50b91cf93d026498337dfc4e33e5473b8a661c6e
2015-03,RS_2015-03.zst,1428612065,5611145,8858191798,7bc72f4c2aa7a96c3566fa9eeebb2f65061ce1430f4b4e92b5f22dbec0cbc0ab,RC_2015-03.bz2,bc3a6bc3e1ad7511aea534a559ce37789640be1844e1b6e1b66a79982f1b37b8
2015-04,RS_2015-04.zst,1631942933,5605306,9753028358,6dcb3aec7df3013aae7a41f6683616a1cdeab0b59882e36d105588deff77bb9d,RC_2015-04.bz2,ad01fece7f784d15d4c88659d4d972a73588b3dd8e712fe76b72b1970a5e414b
2015-05,RS_2015-05.zst,1686563661,5757886,10164129492,d97d3b32528f61e950828a9c12b58ad8972ea4fe98e4a09385cb56cccddfd880,RC_2015-05.bz2,1b19aa61345260938ca9289483810f64fbc595a6395566b545cca8f6f8bde429
2015-06,RS_2015-06.zst,1863449836,5948530,11639471342,c702b730658e06ced7a8609d4fb08f91f218bd7b686c66e6b5ad947ff0723df0,RC_2015-06.bz2,5babcdc47c15d47e6559f3e9be3e332e66c88d7873ef46cedb1fddbf311e2501
2015-07,RS_2015-07.zst,1800381154,5945498,11019305318,f7a99a8362770aa5df278a37288b62c13c51bc2fbf1af10420f40bf3688521ab,RC_2015-07.bz2,965073149216493f70dc861ca370f7713c07a17e4a3d59f8d3247cde58c12dc6
2015-08,RS_2015-08.zst,1870903530,6173540,11773710351,6bfd28ea6e4616426422d377ca985e5f2efd26ab7376992c618563eb6e985365,RC_2015-08.bz2,ffd8ae06d62821b6a08df354326556e67b2f9352e885d1e47358a0a1f65a9ca9
2015-09,RS_2015-09.zst,1740566154,6176407,11484649321,057c92747756dc0681911e3a398de767a1ba4a2c3638e756dc8b14061d81114e,RC_2015-09.bz2,6fd30cfa05226f806b0d5c03708e63a90960a41c2a33347585785ff77da0c322
2015-10,RS_2015-10.zst,1799638874,6310673,11775071652,a85eace083426aad7e34ccd4871eabad50dd52be083703b2a996baf6ccd7c698,RC_2015-10.bz2,7489137e8e2d6bf6313fb6b3f5784611482fc23ab0137664c31530e181ab9cda
2015-11,RS_2015-11.zst,1725585890,6113675,11235269676,17e6d397613429563bd69798fa654e74b1746be685bc8e033f919720c622d060,RC_2015-11.bz2,ee286bbb2c3544f126ef5fa504b7ef958cedfafcc6874d67ac061050f04e7f41
2015-12,RS_2015-12.zst,1751465547,6322479,11625863993,7e9e1efd5e53b472f2640c13e72865ddbc063fbb47df556a500016e8ba9e4bdf,RC_2015-12.bz2,2069c8b3a53591b1906c6ca520a8165cc8f2be09d99d85cc89348e8eef3dd1a2
2016-01,RS_2016-01.zst,1935424809,6877510,12836188848,c3881eaa2c6363c7c24bca563716c03e40261b0303c91b2f78c996b8ba5f64ec,RC_2016-01.bz2,f0a879c9204ee701e7dbd08e385ab46cf6c12d87029a156595f70473af5bd702
2016-02,RS_2016-02.zst,1922059122,7146932,12783020267,9902ef7636f1d588878a605429857076846e1da3bff3e4527a0f8ac38c436111,RC_2016-02.bz2,46b672931793c2a0d1a2d5f950437e7072e0b1ba0b748a12ec71b4f3bf14ad88
2016-03,RS_2016-03.zst,1962137344,6901239,12741414800,68cafa766f3478d674b455016b3948d92d6772baa3d75069c94e02073925d4d8,RC_2016-03.bz2,d8457a746290e7aadfacbdb17479e1a928db3a5489e328e366c8d8f3ad3e3205
2016-04,RS_2016-04.zst,1946047154,6922510,12058955179,afc9c4ea8bdecc3847fe0887f182759bed389f25644325845095db11e1232b53,RC_2016-04.bz2,bb6c9c753970f997b49a5cb6760ce3d08bc39e0decfd1906f2ec014e5205cecc
2016-05,RS_2016-05.zst,1993839025,7277166,12635338264,f5acbfa12127e1efeca09d4769377cafdda055b4a61b4ea6f1b1b4691c4b7746,RC_2016-05.bz2,d0d3110db7872bec06c5bd3788615da1f97b4837897bee6cd1f85bcf4f6d93db
2016-06,RS_2016-06.zst,2021341225,7188762,12641850009,231cd8967b6eda34f10f3ec00f97a0b6f20bac4628d328b62ce06b71068bba2e,RC_2016-06.bz2,7dd138a8d89f4212b78071e5b8691fbd008a503c23a235b1465ba0dd9809f325
2016-07,RS_2016-07.zst,2083387782,7369835,12894047208,b7589597f225c1e97491576f41501ed5f36317118f6c25285436c8513bc3c7a8,RC_2016-07.bz2,ec494b240763db517d68c4fdd2eeeb5f47c6ceb985f2459b280f9682f42ecf98
2016-08,RS_2016-08.zst,2175420291,7591689,13491810271,adec5cf6488c3a29ba78a0cbf7adf647839940e281efd40fc2f82609eb9d0982,RC_2016-08.bz2,0d64922ea2383bf823abe04f7aefdf4f07981f6c85b497f64cbce7d505ffe55b
2016-09,RS_2016-09.zst,2108814072,7437862,13016898019,a8d3ed6c6d0db57cf3829d96f63d397c0dd820eb06225002be86cf9fedda82ed,RC_2016-09.bz2,d5220d61550f4bb22874b7b2a2712d49c6afea787df28fd6b5a472758b1b8570
2016-10,RS_2016-10.zst,2279544349,8286759,14346991792,64976ff1e5f7422803e1bdc2a63097b3cc956fdd59b421bf01e9280d9d4e8498,RC_2016-10.bz2,2422b0813980ea3f28128fd21316417fa25f805d886333d00b2c3b93f0e24f9b
2016-11,RS_2016-11.zst,2445866736,8660144,15991341374,125d3bb8c43e69d23000f012d72ea45bfeefa0cc35f471b1aadbbbfc480e181a,RC_2016-11.bz2,39d9c25d65c2758a12c1a88704949da68bb8753bc206268b11d58ea8d64baa09
2016-12,RS_2016-12.zst,2530910733,8921474,16469657901,6cdf1b29bc87fb406b06d7c9ae4f49472041841dc8daa90204baa1831411cd6f,RC_2016-12.bz2,8f8a4aadedcc69167f345fe7c3296b25db326654c35df1062633a36d6809903e
2017-01,RS_2017-01.zst,2306318142,9218513,17291472797,a31e1aafac421245211e86b23e9aab37bad2de38bdbd4016e8a320ac0426ce08,RC_2017-01.bz2,d28d446cf4c475d38f9f50f7c0eab5b3edcc4a05a2dcdfba5ce9c12a4362dc08
2017-02,RS_2017-02.zst,2168489971,8588120,16268960910,cefc7b6b877f246462198cf606a26b75fc4d15f2983f0750c0f3d06bc1852ffd,RC_2017-02.bz2,34277008550ef567f280b7e6dc14b9bc0de6535a84eca94dc7f1739a8602fdb5
2017-03,RS_2017-03.zst,2409042860,9616340,18242600309,4eb30d9c8a41dbc1f755f9a9042b25ae0df8b6fa5cc4f6bf215aaa120baa0892,RC_2017-03.bz2,82b5f5ca1f67c42bb3afc43bbe75d7d8a72f2edc39d3d49aa186b78086e50cd3
2017-04,RS_2017-04.zst,2335118029,9211051,18100195306,e29e679e683e06ae33fb33fb7ffb5aaf1ea1029b299a5a5da106aa9d31c4fbae,RC_2017-04.bz2,f56ada969bbd25085763b712ba18696a71fdf4d17df6bfb2104dd6cbcb273bae
2017-05,RS_2017-05.zst,2069370628,9498553,18729504393,0b3a5b3c9da35b00cda078d25af64dffc2459ad987a9f065eb62376eb13e3429,RC_2017-05.bz2,663ca5c895fd97a820f942dfc59877aaeae446b2dadfd53787cdd97e7dcd6d29
2017-06,RS_2017-06.zst,2100828194,9597725,19712021902,a7baf4a138be608fbfbd17e2c71c96b1509f826da6d4f155578a85f2d7d83db6,RC_2017-06.bz2,c363e6a64acde8f41b58197a15cd7faced2ff1be7148fa95ee30ae5d41bfad08
2017-07,RS_2017-07.zst,2216735601,9989122,20743888884,4476031d4cb3a4b19b744676e7a5ec81a818199dc225487b83cf18939c12a6e1,RC_2017-07.bz2,9c74ce27654efc7ec5fbe7b59a2856a7730e66724655b25866b94491f6b2e486
2017-08,RS_2017-08.zst,2316925909,10424133,21613316555,33b69036919109e64c2863320548d38f209b818730287c25eab58719e9269b7e,RC_2017-08.bz2,c9aa021cbef6d9ce84950a930eba5f0ff591aecd92430b23204bf331e0116f08
2017-09,RS_2017-09.zst,2188444871,9787604,20860616221,4ec6be6d6351ba7e489a08531833bc8e93b0ad29e89aca972c8f24af655a332a,RC_2017-09.bz2,bf5fd8c68495f6c9fe1f4438b80fe1b5b77e23d5924e82a51adccf13c4cd0b35
2017-10,RS_2017-10.zst,2297583082,10281718,21972040773,97b6d3a26608845abe6b67563203c9d37af3676935f228367517a7fae43249f9,RC_2017-10.bz2,edca27b6777110d2495bc51b5ba2295671aa18def8fdb0775b6e923b5f00dcd8
2017-11,RS_2017-11.zst,2313597673,10377379,22475953759,33e38a5dc06102cfa787b8f557dafa041829833f944efc371b81b3bbdec3f3c5,RC_2017-11.bz2,ac0eeda5477580769961fb125bfbc7eb6c65b22b9d3d375ae14c86c784b4216b
2017-12,RS_2017-12.zst,2441257829,10567492,23827553791,5286cd9a69de9f11ca5d38ea89ced788c6e1f3d244ce7d9b0392bd2fc80f7d6d,RC_2017-12.xz,803d7cb49b36caf69c5ca37d50203f5b05efa577f7c2a02829e167fc22ba2d13
2018-01,RS_2018-01.zst,2605287865,11306843,25278067691,641b2d9695aeb3b42dc00b5f31aceb2284e82a0ade105b4e754f636754c2fe44,RC_2018-01.xz,759dae66b913e9475bd9dd0e8eb83720a4289443654f4aa7d6f15f0a7e76302a
2018-02,RS_2018-02.zst,2452577588,10567231,24590890657,983bfc6c1e024ee905d23bc1838216ea8427cf18185429b94f8675b993f53b9c,RC_2018-02.xz,bc3b2df649c74f7a452b00a3a41e90e7408c9f5880f56bec6abf1282b803f732
2018-03,RS_2018-03.zst,2811642898,12022694,28256114160,7ad2e2bdf5ae0e73b33aa3f557776af122a078081ce31ef9c48ee95d34d92b9e,RC_2018-03.xz,a63f179e0a195f881b0eca364a052186e689b0fca2c5a13f6cba69a810ad736f
2018-04,RS_2018-04.zst,2978943770,11997150,38670568961,61740e09559f025d48538689cc9798a6a5dc5b0fb9e16a4365d361b0bc39e2d7,RC_2018-04.xz,9a1be99371dcd6de7b134c4936ec305da97971dc78961d5922123ac29ea59819
2018-05,RS_2018-05.zst,3137622254,12079652,39563214202,8b0d141224ff7491be1b6d7e9b2261fb46d6ac5c6e182d1397f561971d3a2b51,RC_2018-05.xz,adb703aaac7fc25adb23c4fa15fc7ebb6ceaff1429907e385635486f2a15870a
2018-06,RS_2018-06.zst,2893282685,11904498,34069837200,ee34b90043411aa360908a75332384b12040c0fc59a6d533c3a3b08b931896f4,null,null
2018-07,RS_2018-07.zst,3230891353,13305762,38152144404,6cc4f80e482060a0e7430cc36acdfc6c159e64cdbefc0bf22f4b17883f5241c6,null,null
2018-08,RS_2018-08.zst,3308084452,13408255,38843845389,a730115a5439497f9594461cb66d123ec9f32256e811a7fc9fa3dd4dbcfffbbe,null,null
2018-09,RS_2018-09.zst,3289690329,13107215,39102109738,cb05c803246d073495e4e48907d640d126e52be2b67bdfd554c60102e1715af4,RC_2018-09.xz,5324affffdc7f39d2bd4e109adffbd3e2b245d9f57cc67759d7e109ea2d9ebb4
2018-10,RS_2018-10.zst,3562104771,13975028,42267180369,563fb28983e5952d42adc4cb4e307e16557f2e9f1094b33b90b5b8033053b47d,RC_2018-10.zst,4d19d79072c30647eab9c5ccca820957e9def48dae2f5e97d10e78b51b10e88a
2018-11,RS_2018-11.zst,3610602522,13862155,41490113653,0aaef5031800d5074840207dca457a63a0d87099ffad9d4cc4c3b38ea468a410,RC_2018-11.zst,99eeef8e839909e1284d453f4cb14a9cb84cbae490515581db948fb7d24ee91a
2018-12,RS_2018-12.zst,3935789251,14894452,45513443166,700a494ef826c1c63e50eaf1d9b0deab3e8f0eade9fffe0036f0239ed53af11d,RC_2018-12.zst,13e307a43a757271027bc59a5fd651407a84eb76f304323f1342383239f60b2c
2019-01,RS_2019-01.zst,4686812440,16445391,50643213381,c4f66d94076c9215fe4e215b8e29cec81690b23824926a8b653026e676ca1c6f,RC_2019-01.zst,9ef8394731dfb97c364f9b49dda5ad3c995bbce0e2e9ba1a32781f119b483bd3
2019-02,RS_2019-02.zst,4540715396,15743620,48528469831,ad99e2b52cb6f88ac0e7e24c22dcddeec48df1daae73a35adeb3e45c7b88bad5,RC_2019-02.zst,6ca141196d5233147cc29b4dacff9d348face52aa6ddeee3bfd616a9256e26d8
2019-03,RS_2019-03.zst,5615097892,18412519,58429744473,49ce772c623416b7f9017c6b37043f0d3a203a614d14a9bf65e2be7f3be0af46,RC_2019-03.zst,de1b672edc07d6cbd1d1209db610e9c3e2827a72fb3f506dec73c7d219969446
2019-04,RS_2019-04.zst,5587265157,18310157,58476465824,3ea6bd4586f323566902b5435d71f872f619dab59768fe91eb88e489e1514a07,RC_2019-04.zst,6038a6cf774aff7c20289dec0ade449967a80a5213dea302482399b90a5b9eb4
2019-05,RS_2019-05.zst,5774775680,19456493,59495720853,1bfad21582551fd9041cd61caa9aaf2a0007abb94cd4031b01d502984a2bdfea,RC_2019-05.zst,a943c6e8fd6072c5a3f35dd6c6895739147eed5c507da06595ca4ee97daa2c49
2019-06,RS_2019-06.zst,5763713327,19731676,60329646300,b382485f3c964df03a51a800971ad246826c443dfb79c63bfaa1b5722dee76f0,null,null
2019-07,RS_2019-07.zst,6252294060,20768578,64594611830,d0b1725ac2c13ee6c03d0453cb1191776d22f2dc0c00ec0fab0f45d6b0c1525e,null,null
2019-08,RS_2019-08.zst,6507012021,21927461,68490475892,b7b59a7b1996ceafb3c0174d9317cb2dbe0b87c57161d9b957dbdafdddd9eef9,null,null
2019-09,RS_2019-09.zst,5756276356,20713273,63727259934,5cdbff0d18b025fd18f536b8880402f202edca0f21f3c42d750e807b0fdb3b9b,null,null
2019-10,RS_2019-10.zst,5841502049,21695713,67735859041,c17da846fe2c83ab79d10d00cf7bae9116f37f8cc697329bd24ef414032eeab6,null,null
2019-11,RS_2019-11.zst,5937769829,21243315,66828204810,3b36d96b0e62aceed01657ddaed0e50b236fd66c2130c202318fc6322cb538d9,null,null
2019-12,RS_2019-12.zst,6497951267,21217847,68294574388,8bdf65da3b63f568a39a0368c0bf0f61e68661883976ce96af323a8474a681d3,null,null
2020-01,RS_2020-01.zst,6962033339,21989643,73187219524,bafff7777b19f0be303b18a5a5403b976e9d3aa1c3aecb98ab0165072ad571bc,null,null
2020-02,RS_2020-02.zst,6889808633,22242008,75651227152,202acb3c0c107e1e7e7a7e1e7e89c48b5884e5d826d7c2406ad0b2a3e1e29070,null,null
2020-03,RS_2020-03.zst,8142373580,26577226,90891854960,710793b630b7d922f077f1732780e0327cdb0a38f3b95bf97f345d1166c60560,null,null
2020-04,RS_2020-04.zst,9156707148,28501627,99896764875,b9fe98290d0cb8c7e83ba1ae01d457cdf0fd0d2c9e6355ae91d3d247a6501a37,null,null
2020-05,RS_2020-05.zst,7058225761,28297185,92367471255,6447ff29e14d48a3aad3f6ae117beee5647b951c78a3cfa5ca708679a08c5280,null,null
2020-06,RS_2020-06.zst,6895830995,27557757,91247685033,f3ad36a85417e4f3cc9c2caa8cbcdb4affbf3b88545795cf6c957858039cac37,null,null
2020-07,RS_2020-07.zst,7304899368,28436736,95666126050,71c3f360253e5844c63582ac8e3312999b87732ee4893f87e597e635f8a00631,null,null
2020-08,RS_2020-08.zst,7593776915,28883496,102826786900,5a5687115b911df9bea9879b9d7ba0dd03d61e4850a6534ccf80db2ccae137b8,null,null
2020-09,RS_2020-09.zst,7373593843,27814712,107670411857,190b1adf53579853fa9941e6a4e6c47c4f493f37b79c8d1c9a7729e2ab064b9e,null,null
2020-10,RS_2020-10.zst,7680855094,28659441,109165852987,cb8aa6744a7043b877e4bacfd4563d7bef91941d50eedc77c8b66d2dc5956583,null,null
2020-11,RS_2020-11.zst,7571720367,28002626,106239218414,e23f5b33ceead67db68322d3606c7fd96aba8abf0c08b9edbbbc08e04b7cf80b,null,null
2020-12,RS_2020-12.zst,8133875307,29695450,113934306119,3db982dc815cd59a23897ec969529c7b1ecd6da74c26f5014f8478d256d10770,null,null
2021-01,RS_2021-01.zst,8698915333,32704571,124211250949,ab2739c98700e84b120a84eb552428e3c31ef3b23c0a95d0b4b5418133543009,null,null
2021-02,RS_2021-02.zst,8365826778,31147947,118661271637,d79bb6e1e3f4fc1b1015f9077864d672274d3936f1ee88929600c683fed3866f,null,null
2021-03,RS_2021-03.zst,9182807134,33006103,127394412634,0a9ea2ecb05df5a84937518c955fc2aeae34939b7dada553a0729ca052c18db4,null,null
2021-04,RS_2021-04.zst,8967437476,31616206,123252224120,026c745f82a9c1727622d5aafc087938de7b78453a1cc8878c113611e3683973,null,null
2021-05,RS_2021-05.zst,9737265467,36310673,139106256148,83f639f0489115621c50c0ffa0fa571377d1377d74dbe25cc0461de9c82374fc,null,null
2021-06,RS_2021-06.zst,9458808322,34118481,133880853093,54304d885fef3f7a44d8af603d7b941593703f79ce87bb1594fa4815be9fd1a7,null,null